CustomerKey,Age,Gender,EnglishEducation,EnglishOccupation,HouseOwner,MaritalStatus,NumberCarsOwned,NumberChildrenAtHome,Region,StateProvinceName,City,PostalCode,TotalChildren,YearlyIncome,BikeBuyer,IncomeCategory,ManagerialSegment
11211,55,Woman,High School,Professional,Owner,Married,2,1,North America,British Columbia,Haney,V2W 1W2,2,40000,No,Moderate,Active High Value
11212,61,Woman,High School,Professional,Owner,Married,2,1,North America,British Columbia,Metchosin,V9,2,40000,No,Moderate,Active High Value
11213,61,Woman,Partial College,Professional,Owner,Single,2,1,North America,Washington,Edmonds,98020,2,60000,No,Moderate,Warm High Value
11214,61,Man,Partial College,Professional,Owner,Single,2,1,North America,Oregon,Milwaukie,97222,2,60000,No,Moderate,Active
11215,54,Woman,Partial High School,Skilled Manual,Owner,Married,2,1,North America,British Columbia,Royal Oak,V8X,2,40000,No,Moderate,Active High Value
11216,60,Woman,Partial College,Professional,Owner,Single,2,1,North America,Oregon,Portland,97205,2,60000,Yes,Moderate,Win-back
11217,60,Woman,Partial College,Professional,Owner,Single,2,1,North America,Oregon,Portland,97205,2,60000,Yes,Moderate,Win-back
11218,54,Woman,Partial College,Professional,Tenant,Single,2,1,North America,Washington,Tacoma,98403,2,60000,No,Moderate,Active
11219,59,Man,High School,Professional,Owner,Married,2,1,North America,Oregon,Woodburn,97071,2,60000,No,Moderate,Active
11220,55,Woman,Partial College,Professional,Owner,Married,1,1,North America,California,Colma,94014,2,60000,No,Moderate,Active
11221,60,Man,Partial College,Professional,Owner,Married,1,2,North America,California,Lakewood,90712,4,70000,No,Unknown,Warm High Value
11222,60,Woman,Bachelors,Management,Owner,Married,1,1,North America,California,Santa Monica,90401,3,80000,No,High,Warm High Value
11223,59,Woman,High School,Professional,Owner,Single,2,1,North America,British Columbia,Langley,V3A 4R2,2,70000,No,Unknown,Active High Value
11224,59,Woman,High School,Professional,Owner,Single,2,1,North America,Washington,Burien,98168,2,70000,Yes,Unknown,Best
11225,54,Woman,Partial College,Professional,Owner,Married,1,1,North America,Washington,Renton,98055,2,60000,No,Moderate,Warm High Value
11226,53,Woman,Partial College,Professional,Owner,Married,1,1,North America,Oregon,W. Linn,97068,2,60000,No,Moderate,Almost Lost
11227,53,Man,Partial College,Professional,Owner,Single,2,1,North America,California,Colma,94014,2,60000,Yes,Moderate,Win-back
11228,59,Woman,Partial College,Professional,Owner,Married,2,1,North America,California,El Cajon,92020,2,60000,No,Moderate,Active
11229,58,Man,Partial College,Professional,Owner,Single,1,2,North America,California,Redwood City,94063,4,70000,No,Unknown,Active
11230,59,Woman,Partial College,Professional,Tenant,Married,2,2,North America,California,Santa Monica,90401,4,70000,No,Unknown,Active
11231,52,Man,High School,Professional,Owner,Married,2,1,North America,Washington,Bremerton,98312,2,60000,No,Moderate,Active
11232,58,Woman,High School,Professional,Tenant,Married,2,1,North America,Washington,Everett,98201,3,60000,No,Moderate,Warm
11233,52,Man,Partial College,Professional,Owner,Married,2,2,North America,California,Berkeley,94704,4,70000,No,Unknown,Win-back
11234,57,Woman,Partial College,Professional,Owner,Single,2,2,North America,California,Long Beach,90802,4,70000,No,Unknown,Warm High Value
11235,58,Man,Partial College,Professional,Owner,Married,2,2,North America,Washington,Ballard,98107,4,70000,No,Unknown,Active
11236,58,Man,Partial College,Professional,Owner,Single,2,2,North America,Washington,Bellingham,98225,5,70000,No,Unknown,Active
11237,52,Man,Bachelors,Management,Tenant,Single,4,3,Europe,Nordrhein-Westfalen,Solingen,42651,2,130000,Yes,High,Best
11238,52,Woman,Bachelors,Management,Tenant,Single,4,3,Europe,England,Birmingham,B29 6SL,2,130000,Yes,High,Win-back
11239,46,Woman,Partial College,Professional,Tenant,Married,2,4,Europe,England,London,SW1P 2NU,2,130000,Yes,High,Win-back
11240,51,Woman,Partial College,Professional,Owner,Married,4,3,Europe,England,Watford,WA3,2,160000,Yes,High,Win-back
11241,42,Woman,Partial College,Professional,Owner,Single,4,3,Europe,Essonne,Les Ulis,91940,2,100000,Yes,High,Warm High Value
11242,53,Man,Partial College,Professional,Owner,Married,3,4,Europe,Yveline,Versailles,78000,2,110000,Yes,High,Best
11243,53,Woman,Partial College,Professional,Owner,Married,3,3,Europe,England,Esher-Molesey,EM15,2,150000,Yes,High,Win-back
11244,47,Woman,Bachelors,Management,Tenant,Single,3,3,Europe,England,Runcorn,TY31,2,170000,Yes,High,Win-back
11245,54,Man,High School,Professional,Tenant,Married,4,4,Europe,Hessen,Hamburg,22001,3,120000,Yes,High,Best
11246,54,Woman,High School,Professional,Tenant,Married,4,4,Europe,Hamburg,Hamburg,20354,3,120000,Yes,High,Best
11247,54,Woman,Partial College,Professional,Tenant,Single,3,4,Europe,England,Lancaster,LA1 1LN,3,130000,Yes,High,Win-back
11248,50,Man,Partial College,Professional,Owner,Married,4,4,Europe,Seine Saint Denis,Saint-Denis,93400,3,110000,No,High,Cold
11249,49,Woman,Partial College,Professional,Owner,Married,3,4,Europe,Saarland,Sulzbach Taunus,66272,3,130000,Yes,High,Warm High Value
11250,50,Woman,High School,Professional,Owner,Married,2,4,Europe,England,Woolston,WA1 4SY,3,170000,Yes,High,Warm High Value
11251,78,Man,High School,Professional,Tenant,Single,2,0,North America,British Columbia,Haney,V2W 1W2,4,30000,Yes,Low,Warm
11252,78,Man,Graduate Degree,Management,Owner,Single,1,0,North America,California,Lemon Grove,91945,3,90000,Yes,High,Best
11253,66,Man,Graduate Degree,Management,Owner,Married,2,0,North America,British Columbia,Victoria,V8V,2,60000,No,Moderate,Active High Value
11254,77,Man,Graduate Degree,Management,Owner,Married,2,0,North America,Washington,Burien,98168,4,70000,No,Unknown,Active
11255,77,Man,Graduate Degree,Management,Owner,Married,2,0,North America,Washington,Burien,98168,4,70000,No,Unknown,Almost Lost
11256,77,Woman,Graduate Degree,Management,Owner,Married,2,0,North America,Washington,Lynnwood,98036,4,70000,No,Unknown,Warm High Value
11257,77,Woman,Graduate Degree,Management,Owner,Single,4,2,North America,California,Newport Beach,92625,1,120000,Yes,High,Best
11258,77,Man,Graduate Degree,Management,Owner,Married,4,2,North America,California,Palo Alto,94303,1,120000,No,High,Cold
11259,45,Woman,Partial College,Professional,Owner,Married,4,1,North America,Oregon,Salem,97301,4,100000,Yes,High,Best
11260,40,Woman,Bachelors,Management,Owner,Married,3,2,North America,California,Burlingame,94010,2,110000,No,High,Cold
11261,45,Woman,Graduate Degree,Management,Owner,Married,1,2,North America,California,San Diego,92102,1,130000,Yes,High,Best
11262,41,Woman,Bachelors,Management,Owner,Married,0,3,North America,British Columbia,Port Hammond,V6B 3P7,4,80000,No,High,Active High Value
11263,46,Woman,Partial College,Professional,Owner,Married,3,5,North America,Washington,Burien,98168,5,90000,Yes,High,Best
11264,46,Man,Partial College,Professional,Tenant,Single,3,5,North America,Washington,Issaquah,98027,5,90000,Yes,High,Best
11265,46,Woman,Partial College,Professional,Owner,Married,3,5,North America,Washington,Kirkland,98033,5,90000,Yes,High,Almost Lost
11266,46,Woman,Partial College,Professional,Tenant,Single,1,0,North America,Washington,Port Orchard,98366,0,90000,Yes,High,Win-back
11267,40,Man,Partial College,Professional,Owner,Single,4,2,North America,California,Burlingame,94010,4,120000,Yes,High,Win-back
11268,46,Woman,Graduate Degree,Management,Owner,Married,2,2,North America,California,Coronado,92118,2,130000,No,High,Active
11269,40,Man,Graduate Degree,Management,Owner,Married,2,2,North America,California,Daly City,94015,2,130000,No,High,Warm
11270,41,Man,Graduate Degree,Management,Owner,Married,3,2,North America,California,Lakewood,90712,2,130000,Yes,High,Win-back
11271,46,Woman,Bachelors,Management,Tenant,Single,4,0,North America,California,San Francisco,94109,2,150000,Yes,High,Win-back
11272,54,Woman,Partial College,Professional,Owner,Single,0,3,North America,California,Beverly Hills,90210,4,70000,Yes,Unknown,Win-back
11273,54,Man,Partial College,Professional,Owner,Married,0,1,North America,California,La Jolla,92806,2,90000,No,High,Win-back
11274,76,Man,Graduate Degree,Management,Owner,Married,2,0,North America,Washington,Bellingham,98225,2,50000,Yes,Moderate,Win-back
11275,76,Woman,Graduate Degree,Management,Owner,Married,2,0,North America,California,Colma,94014,4,80000,Yes,High,Win-back
11276,41,Woman,Partial College,Professional,Owner,Married,2,3,North America,British Columbia,Cliffside,V8Y 1L1,4,80000,No,High,Active High Value
11277,47,Man,Partial College,Professional,Owner,Married,2,3,North America,British Columbia,Royal Oak,V8X,4,80000,No,High,Active High Value
11278,47,Man,Partial College,Professional,Tenant,Single,1,0,North America,Washington,Edmonds,98020,0,90000,Yes,High,Win-back
11279,41,Woman,Partial College,Professional,Owner,Married,1,0,North America,Washington,Everett,98201,0,90000,No,High,Win-back
11280,47,Man,Partial College,Professional,Owner,Married,1,0,North America,Washington,Lynnwood,98036,0,90000,No,High,Cold
11281,41,Woman,Bachelors,Management,Owner,Single,4,2,North America,California,Burbank,91502,4,110000,Yes,High,Win-back
11282,48,Man,Partial College,Professional,Owner,Married,4,4,North America,Washington,Burien,98168,5,90000,Yes,High,Win-back
11283,48,Man,Bachelors,Management,Owner,Married,2,3,North America,California,Berkeley,94704,1,110000,No,High,Warm
11284,48,Woman,Bachelors,Management,Owner,Married,2,3,North America,California,Chula Vista,91910,1,110000,No,High,Win-back
11285,43,Man,Partial College,Professional,Tenant,Married,4,3,North America,California,Fremont,94536,1,120000,No,High,Warm High Value
11286,48,Man,Graduate Degree,Management,Owner,Married,4,0,North America,California,Torrance,90505,0,170000,Yes,High,Win-back
11287,49,Man,Partial College,Professional,Tenant,Married,3,4,North America,British Columbia,Cliffside,V8Y 1L1,5,70000,No,Unknown,Active High Value
11288,38,Woman,Bachelors,Management,Owner,Married,3,3,North America,California,Burbank,91502,1,110000,No,High,Warm High Value
11289,44,Woman,Bachelors,Management,Owner,Married,1,3,North America,California,Downey,90241,1,130000,Yes,High,Win-back
11290,43,Woman,Bachelors,Management,Owner,Married,3,3,North America,California,Lakewood,90712,1,130000,Yes,High,Win-back
11291,44,Woman,Bachelors,Management,Owner,Married,3,3,North America,California,Lemon Grove,91945,1,130000,Yes,High,Win-back
11292,49,Man,Partial College,Professional,Tenant,Single,3,2,North America,California,San Gabriel,91776,1,150000,Yes,High,Win-back
11293,55,Man,High School,Professional,Tenant,Single,2,0,North America,Washington,Port Orchard,98366,2,60000,No,Moderate,Win-back
11294,55,Man,High School,Professional,Tenant,Married,2,0,North America,Washington,Issaquah,98027,2,60000,No,Moderate,Active
11295,56,Woman,Partial High School,Skilled Manual,Owner,Single,2,0,North America,California,Concord,94519,2,80000,Yes,High,Win-back
11296,75,Woman,Graduate Degree,Management,Owner,Single,2,0,North America,Washington,Everett,98201,2,50000,Yes,Moderate,Win-back
11297,75,Man,Graduate Degree,Management,Owner,Single,2,0,North America,California,Burbank,91502,4,70000,Yes,Unknown,Win-back
11298,75,Man,Graduate Degree,Management,Owner,Married,2,0,North America,California,Chula Vista,91910,4,70000,Yes,Unknown,Win-back
11299,74,Man,Graduate Degree,Management,Owner,Married,2,0,North America,California,Burbank,91502,4,70000,Yes,Unknown,Win-back
11300,50,Man,Partial College,Professional,Tenant,Married,3,4,North America,British Columbia,N. Vancouver,V7L 4J4,5,80000,No,High,Active High Value
11301,50,Man,Partial College,Professional,Owner,Married,4,4,North America,Washington,Ballard,98107,5,80000,No,High,Warm High Value
11302,44,Man,High School,Professional,Tenant,Single,3,3,North America,Oregon,Corvallis,97330,4,90000,Yes,High,Win-back
11303,50,Woman,High School,Professional,Tenant,Single,3,3,North America,Washington,Edmonds,98020,4,90000,Yes,High,Win-back
11304,45,Woman,Partial College,Professional,Owner,Married,0,3,North America,Oregon,Portland,97205,0,100000,No,High,Win-back
11305,50,Man,Partial College,Professional,Tenant,Married,4,3,North America,California,Chula Vista,91910,3,110000,No,High,Win-back
11306,50,Man,Partial College,Professional,Tenant,Married,4,3,North America,California,Coronado,92118,3,110000,No,High,Warm
11307,50,Man,Partial High School,Skilled Manual,Owner,Married,2,0,North America,California,Daly City,94015,2,80000,Yes,High,Win-back
11308,56,Man,High School,Professional,Tenant,Married,2,0,North America,Oregon,Oregon City,97045,2,60000,No,Moderate,Active
11309,56,Woman,High School,Professional,Owner,Single,2,0,North America,Oregon,Beaverton,97005,2,60000,No,Moderate,Active
11310,51,Woman,Graduate Degree,Management,Owner,Single,2,0,North America,California,San Francisco,94109,3,70000,No,Unknown,Active
11311,57,Woman,Graduate Degree,Management,Tenant,Single,2,0,North America,Washington,Lynnwood,98036,3,70000,No,Unknown,Warm High Value
11312,57,Woman,Graduate Degree,Management,Owner,Single,2,0,North America,Washington,Lynnwood,98036,3,70000,No,Unknown,Cold
11313,57,Man,Graduate Degree,Management,Owner,Single,2,0,North America,Washington,Port Orchard,98366,3,70000,No,Unknown,Active
11314,45,Woman,Graduate Degree,Management,Tenant,Single,2,0,North America,Washington,Issaquah,98027,3,70000,No,Unknown,Active
11315,57,Woman,Graduate Degree,Management,Tenant,Single,2,0,North America,Washington,Port Orchard,98366,3,70000,No,Unknown,Active
11316,57,Man,Graduate Degree,Management,Owner,Married,2,0,North America,British Columbia,Langford,V9,3,60000,Yes,Moderate,Almost Lost
11317,52,Woman,Partial College,Professional,Tenant,Single,2,0,North America,Oregon,Salem,97301,3,40000,Yes,Moderate,Win-back
11318,58,Woman,Partial College,Professional,Tenant,Single,2,0,North America,Washington,Edmonds,98020,3,40000,No,Moderate,Active
11319,68,Woman,Graduate Degree,Management,Tenant,Married,2,0,North America,California,Oakland,94611,4,70000,Yes,Unknown,Win-back
11320,73,Woman,Graduate Degree,Management,Owner,Married,2,0,North America,California,Glendale,91203,4,80000,No,High,Warm
11321,72,Man,Bachelors,Management,Owner,Married,2,0,North America,Washington,Burien,98168,5,90000,No,High,Win-back
11322,72,Woman,Bachelors,Management,Owner,Married,2,0,North America,Washington,Bremerton,98312,5,90000,No,High,Win-back
11323,72,Man,Graduate Degree,Management,Owner,Single,3,4,North America,California,Daly City,94015,2,120000,Yes,High,Win-back
11324,71,Man,Bachelors,Management,Owner,Married,2,0,North America,California,Glendale,91203,5,90000,Yes,High,Win-back
11325,71,Man,Bachelors,Management,Owner,Single,2,0,North America,Washington,Seattle,98104,5,90000,Yes,High,Win-back
11326,71,Man,Bachelors,Management,Owner,Married,4,3,North America,California,Beverly Hills,90210,2,130000,Yes,High,Win-back
11327,70,Man,Bachelors,Management,Owner,Married,2,0,North America,California,Burbank,91502,5,90000,Yes,High,Win-back
11328,70,Man,Bachelors,Management,Owner,Married,2,0,North America,British Columbia,Newton,V2L3W8,5,90000,Yes,High,Win-back
11329,70,Man,Bachelors,Management,Owner,Single,2,0,North America,California,Concord,94519,5,90000,Yes,High,Win-back
11330,70,Man,Graduate Degree,Management,Owner,Married,1,4,North America,British Columbia,Oak Bay,V8P,2,110000,No,High,Active High Value
11331,42,Woman,Partial College,Skilled Manual,Owner,Married,2,4,North America,British Columbia,Shawnee,V8Z 4N5,4,90000,No,High,Active High Value
11332,48,Woman,Graduate Degree,Manual,Owner,Single,0,0,Europe,Nordrhein-Westfalen,Berlin,14197,1,10000,Yes,Low,Win-back
11333,48,Woman,Graduate Degree,Clerical,Owner,Married,0,0,Europe,England,Newcastle upon Tyne,NT20,1,20000,Yes,Low,Win-back
11334,49,Woman,Bachelors,Manual,Owner,Married,0,0,Europe,England,Stoke-on-Trent,AS23,1,10000,Yes,Low,Win-back
11335,38,Woman,Bachelors,Manual,Owner,Married,0,0,Europe,Bayern,Hof,95010,1,10000,Yes,Low,Win-back
11336,43,Man,Graduate Degree,Clerical,Owner,Married,0,0,Europe,Seine (Paris),Paris,75019,1,20000,Yes,Low,Win-back
11337,49,Man,Bachelors,Manual,Owner,Married,0,0,Europe,England,Watford,WA3,1,10000,Yes,Low,Win-back
11338,43,Man,Graduate Degree,Clerical,Owner,Married,0,0,Europe,Nordrhein-Westfalen,Bonn,53131,1,20000,Yes,Low,Win-back
11339,49,Man,Graduate Degree,Clerical,Owner,Single,0,0,Europe,Seine (Paris),Paris,75016,1,20000,Yes,Low,Win-back
11340,69,Woman,Graduate Degree,Clerical,Owner,Married,0,0,Europe,Seine (Paris),Paris,75002,1,10000,Yes,Low,Win-back
11341,74,Man,Graduate Degree,Clerical,Owner,Married,0,0,Europe,England,Cheltenham,GL50,1,20000,Yes,Low,Win-back
11342,43,Man,Graduate Degree,Clerical,Owner,Married,0,0,Europe,Pas de Calais,Boulogne-sur-Mer,62200,5,30000,No,Low,Cold
11343,41,Man,Bachelors,Manual,Owner,Married,0,0,Europe,England,Oxon,OX16 8RS,1,10000,Yes,Low,Win-back
11344,53,Woman,Partial College,Manual,Owner,Married,0,0,Europe,England,Oxford,OX1,1,10000,Yes,Low,Win-back
11345,53,Woman,Partial College,Manual,Owner,Single,0,0,Europe,Seine Saint Denis,Tremblay-en-France,93290,1,10000,Yes,Low,Win-back
11346,50,Woman,Partial College,Manual,Owner,Single,1,0,Europe,Seine (Paris),Paris,75007,2,10000,Yes,Low,Win-back
11347,43,Man,Partial College,Manual,Owner,Married,1,0,Europe,Nordrhein-Westfalen,Braunschweig,38001,2,10000,No,Low,Almost Lost
11348,55,Man,Partial College,Manual,Owner,Married,1,0,Europe,Hamburg,Paderborn,33041,2,10000,No,Low,Almost Lost
11349,50,Woman,Partial College,Manual,Owner,Married,1,0,Europe,Hessen,München,80074,2,10000,No,Low,Novice
11350,73,Woman,Graduate Degree,Clerical,Owner,Married,0,0,Europe,England,Peterborough,PB12,1,30000,No,Low,Almost Lost
11351,66,Woman,Bachelors,Clerical,Owner,Single,0,0,Europe,England,London,W10 6BL,1,20000,Yes,Low,Warm High Value
11352,70,Man,Partial College,Manual,Owner,Married,1,0,Europe,Seine Saint Denis,Pantin,93500,2,10000,No,Low,Cold
11353,69,Woman,Bachelors,Clerical,Owner,Single,0,0,Europe,England,Warrington,WA1,1,30000,Yes,Low,Warm High Value
11354,68,Woman,Partial College,Manual,Owner,Married,0,0,Europe,Bayern,Grevenbroich,41485,1,20000,No,Low,Novice
